time
556211
128982
68082
67248
57820
57629
60537
59681
58910
58673
61125
68635
59135
57895
53879
52703
61037
58471
59466
58970
56352
54603
60230
63454
37942
32180
31626
31637
31915
33076
32000
31813
31922
31809
33777
31580
31514
31137
31282
31252
31251
31258
40615
33337
31225
31510
31520
31124
38148
38064
32856
29615
29178
29185
41540
29196
33311
31898
29959
29463
29269
29195
28988
29981
29738
29045
29082
29106
29056
28991
29353
29347
29298
29543
30746
29578
29065
29304
29212
29446
29674
29181
29535
57599
58842
50863
51336
52897
52862
51231
52559
52267
53082
54446
56910
54299
54450
50558
42732
47967
49855
48236
70417
53788
59056
54983
54896
52292
51717
49081
56709
52055
52206
54475
53353
51714
52629
58136
54585
57054
51015
68291
55618
51567
51803
49621
49319
52045
53230
53775
54678
52559
79424
58361
54044
53100
52570
68904
52936
52681
52107
53026
51960
53261
52516
52603
52944
52887
53807
53562
53294
52469
53139
53411
52924
52119
53406
48257
49901
49833
48850
47109
47976
47668
51567
48579
47703
47451
75288
48951
45049
50960
49431
48543
49874
51484
50163
50783
48832
48201
50812
51275
51054
50343
51220
57111
52901
49264
50937
50998
45116
42248
42133
41883
44149
48714
51395
53927
50261
47872
49148
48831
51681
50586
52643
53379
52394
52871
52997
51473
51322
52705
50958
51398
52411
52760
51373
52670
51373
51099
50949
52598
53139
52386
53379
52586
53790
53147
52786
53311
53760
46904
50772
46960
50343
50233
48223
47962
56214
47214
47452
48787
48020
48676
47946
48095
51251
52207
50113
77721
55262
51664
50072
49931
51146
71445
53483
50989
52624
51968
51563
50886
52896
52136
51462
51928
50821
48005
52263
49562
48122
47222
47343
48367
46875
46483
46323
46541
47061
50022
46048
51251
47876
47251
46037
46810
46267
45987
46843
46996
46270
46827
46531
46392
45931
46414
46779
45868
46329
46956
46271
46423
45985
45151
46354
46011
46784
46245
45781
45630
45940
45990
46067
52407
46181
45525
45779
45639
45595
76024
49062
46172
45284
44896
46012
46095
46034
46158
47032
45652
46837
45863
45991
45904
45981
45554
46656
46472
45183
44041
42907
43051
42881
44930
41728
42826
45515
47395
49051
48953
44355
49105
44738
44281
44365
