time
130335
26368
19360
22150
19394
19106
19864
19287
37246
19595
19018
21719
19293
19632
19428
19000
19088
18690
18652
19375
18854
19077
18343
17908
17648
17458
17254
17477
17418
17429
17192
17235
17392
18654
20005
19950
19880
19386
19306
19119
18782
18717
18596
18331
18940
19110
18745
18179
18301
18374
18118
17986
26706
31166
16040
15901
15658
15533
18064
15374
16494
15934
16065
16336
15696
16328
16172
15883
15970
15593
15670
16447
17106
16168
16184
15914
16214
14951
15098
14895
14870
14938
14822
14737
15274
16069
15723
15717
16167
16887
16385
15958
16048
15252
16211
15702
15094
15159
16726
15768
16038
15877
15587
15565
15635
15069
21583
15548
15514
15292
15496
15065
15012
15262
14955
15168
15223
15163
15349
15439
15422
15261
17432
15560
15463
15534
15373
15370
15212
15713
15292
15349
16079
15721
15304
14860
15144
15330
15678
15555
15817
14942
15025
14849
14545
14498
14504
14665
15079
15217
14912
15689
15239
14839
14435
14457
14444
14505
14446
14456
14480
15427
14952
14457
14699
14472
14420
14651
30051
15124
16021
14886
15357
15287
16143
15048
15406
15571
15429
15864
15322
16107
15914
15600
15630
15511
17055
15559
15484
14863
14630
15792
16645
15118
36649
15494
15577
15468
15022
14728
14667
14618
14718
14720
14768
14805
14547
14438
14373
14382
14345
14522
14528
14336
14485
14573
14605
14718
14610
14636
14750
14582
14915
14956
15156
15032
35019
15032
14878
14883
14434
15818
15252
14663
15613
14807
14597
14461
14521
14406
14431
14453
14333
14515
14727
14605
14519
14398
14392
14464
21526
14765
15215
14961
15851
15392
15993
15134
15203
15326
15363
15311
15436
15586
15589
15471
15446
14886
14614
14954
14495
14641
14654
15061
15001
14862
15336
15317
15008
15693
15077
14780
15969
14658
14518
14802
15454
14587
14920
15848
15126
15117
15041
15281
14771
15040
14781
15117
14830
14992
15011
15012
14694
16246
14916
14648
14904
15039
14693
14761
14650
14866
14645
14802
16439
14888
14689
14658
14720
14841
14775
14933
15238
14641
14816
14938
14834
14922
14888
14889
14765
14791
14548
14800
15264
14882
14743
15109
14702
14604
14641
14671
14840
14924
14944
14746
14851
14758
14475
14845
14638
14465
14590
14529
14824
15061
14915
14764
14666
15125
14867
14837
14984
14922
14850
15047
14685
15001
14505
14579
14588
14781
14919
14829
